Dışa Aktarım Tarihi:,17.06.2026 11:22:20
Toplam Kayıt Sayısı:,2019

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"30,503885",4573810.00,403,"139518975,07"
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,17.06.2026,"1,650452",1975607033.00,902,"3260645016,89"
TLT,TEB PORTFÖY YAHŞİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,746147",5663669.00,1,"383691751,60"
TLU,TEB PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"51,389022",193615940.00,536,"9949733752,93"
TLV,TERA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,17.06.2026,"1,27248",3359584335.00,9960,"4275004529,70"
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,17.06.2026,"6523,1441",27505406.00,86881,"179421726871,80"
TLZ,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"19,032664",3558857.00,878,"67734528,72"
TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,17.06.2026,"0,15522",608062151.00,10795,"94383270,71"
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,17.06.2026,"1,354826",3372783203.00,34442,"4569535591,81"
TMH,ALLBATROSS PORTFÖY ATMACA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,00",0.00,12,"0,00"
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"68,840645",13810092.00,1283,"950695636,42"
TMR,TEB PORTFÖY MAKRO SERBEST ÖZEL FON,17.06.2026,"7,241821",1228650000.00,1,"8897662992,76"
TMS,TACİRLER PORTFÖY MARATON SERBEST FON,17.06.2026,"1,968094",162956771.00,86,"320714253,64"
TMU,AZİMUT PORTFÖY TEMKİNLİ FON SEPETİ FONU,17.06.2026,"1,358302",66112954.00,94,"89801342,59"
TMV,TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,17.06.2026,"6,609846",1969670724.00,3848,"13019219899,14"
TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,17.06.2026,"1,861236",27773041.00,2574,"51692177,27"
TNB,TEB PORTFÖY ING BANK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"48,583647",14319731.00,84,"695704762,84"
TND,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON,17.06.2026,"1,405273",141076867.00,454,"198251510,27"
TNF,TEB PORTFÖY ONUNCU SERBEST (TL) ÖZEL FON,17.06.2026,"3,963405",1216123947.00,3,"4819991186,48"
TNH,TACİRLER PORTFÖY REAL CAPİTAL SERBEST ÖZEL FON,17.06.2026,"13,133097",85000.00,2,"1116313,21"
TNI,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON,17.06.2026,"10,6128",955777643.00,3294,"10143476999,29"
TNK,TEB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"31,638824",101205739.00,74258,"3202030515,39"
TNS,TACİRLER PORTFÖY NAR SERBEST FON,17.06.2026,"11,884864",9588195.00,30,"113954394,92"
TO8,TEB PORTFÖY ONSEKİZİNCİ SERBEST (DÖVİZ-AVRO) FON,17.06.2026,"54,421082",11549418.00,102,"628531820,76"
TOK,TEB PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ - AVRO) FON,17.06.2026,"56,936942",407056130.00,7217,"23176531332,59"
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,17.06.2026,"890,780464",134090.00,749,"119444752,36"
TP1,TEB PORTFÖY UYUM SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"65,18389",5611179.00,1,"365758472,65"
TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,17.06.2026,"1,997203",80139184385.00,122967,"160054199203,34"
TPC,TEB PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"13,1609",534777717.00,14784,"7038155840,86"
TPE,İŞ PORTFÖY PY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU,17.06.2026,"0,523604",4540484260.00,34,"2377417323,80"
TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,17.06.2026,"10,426177",12240180.00,541,"127618277,15"
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"75,139122",30899188.00,1524,"2321737844,71"
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,17.06.2026,"20,44599",30602019.01,1407,"625688564,77"
TPO,İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,17.06.2026,"0,168616",589535486.00,3,"99405224,38"
TPP,TEB PORTFÖY PUSULA SERBEST FON,17.06.2026,"73,002859",21893000.00,403,"1598251594,25"
TPR,İŞ PORTFÖY PY HİSSE SENEDİ (TL) ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,506246",589460160.00,2,"298411785,60"
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,17.06.2026,"10,341652",731420.00,41,"7564091,44"
TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,17.06.2026,"27,261185",4442709.00,1521,"121113513,18"
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"1,995892",931802033.00,3621,"1859776002,20"
TRN,AZİMUT PORTFÖY CO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,105919",1829123080.00,1,"2022861441,48"
TRO,TRIVE PORTFÖY ALTIN FONU,17.06.2026,"2,452726",13735933.00,445,"33690484,82"
TRR,TEB PORTFÖY BEŞİNCİ SERBEST (TL) FONU,17.06.2026,"6,007922",408671762.00,472,"2455268016,51"
TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,17.06.2026,"1,465718",209931859.00,280,"307700956,98"
TSI,İŞ PORTFÖY MAKSİMUM HESAP KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,193825",107964838344.00,76613,"20926291873,52"
TSP,AZİMUT PORTFÖY TESA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,756629",24536763.00,5,"1662528342,52"
TTA,İŞ PORTFÖY ALTIN FONU,17.06.2026,"0,610426",44714312033.00,221252,"27294762489,01"
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,689976",2556276745.00,46360,"4320045658,29"
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,17.06.2026,"39,386622",8426866.00,408,"331905782,32"
TTP,TEB PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,17.06.2026,"49,450155",17233905.00,106,"852219274,07"
TTS,TEB PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,539908",31086506.00,1,"2099579751,91"
TTV,TACİRLER PORTFÖY VEGA SERBEST (TL)  FON,17.06.2026,"8,308766",311624541.00,29,"2589215380,64"
TTZ,DENİZ PORTFÖY EGE HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,816164",85392652.00,9,"325872336,64"
TUA,TEB PORTFÖY ALTIN FONU,17.06.2026,"1,416731",11677689121.21,33304,"16544143410,56"
TVE,EMAA BLUE PORTFÖY TARIM VE GIDA SEKTÖRÜ KATILIM FONU,17.06.2026,"1,176996",191958624.00,316,"225934521,41"
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"2,723035",2826443.00,551,"7696504,34"
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,101329",827067313.84,6686,"1737940862,35"
TZC,ZİRAAT PORTFÖY BÜYÜYEN ÇOCUKLARA YÖNELİK DEĞİŞKEN ÖZEL FON,17.06.2026,"0,313139",99605188.00,1137,"31190220,55"
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,538509",323686947.05,8046,"821682342,39"
TZH,ZİRAAT PORTFÖY TZH SERBEST ÖZEL FON,17.06.2026,"8,067226",7195513139.00,1,"58047827613,47"
TZL,ZİRAAT PORTFÖY PARA PİYASASI (TL) FONU,17.06.2026,"0,128921",586574537871.17,176176,"75621919881,79"
TZP,TACİRLER PORTFÖY RİGEL SERBEST ÖZEL FON,17.06.2026,"13,212987",81770853.00,15,"1080437225,93"
TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,161614",2057508611.15,5832,"332522895,21"
TZV,ZİRAAT PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"887,004727",26386024.50,130744,"23404528453,21"
UAB,ÜNLÜ PORTFÖY BONCUK SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"5,121315",91147815.00,2,"466796638,39"
UAP,ÜNLÜ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,752718",6566450.00,1,"444894836,21"
UCN,AK PORTFÖY FNM SERBEST ÖZEL FON,17.06.2026,"2,053735",544929973.00,2,"1119141643,60"
UCP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI SERBEST (TL) FON,17.06.2026,"1,236569",18310479148.00,28,"22642164567,83"
UFH,AZİMUT PORTFÖY EE SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"69,895961",3676299.00,1,"256958452,44"
UHL,AZİMUT PORTFÖY ARUNA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"70,311253",35723760.00,1,"2511782341,59"
UHS,ATLAS PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"5,717827",53811937.00,13,"307687320,13"
ULH,ÜNLÜ PORTFÖY ONUNCU SERBEST FON,17.06.2026,"6,485655",200723875.00,265,"1301825788,30"
ULL,QNB PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"69,405212",4096995.00,3,"284352805,03"
UNT,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,17.06.2026,"1,460439",11530071408.00,222,"16838966782,39"
UP1,ÜNLÜ PORTFÖY ALTIN FONU,17.06.2026,"6,035042",201778313.00,1548,"1217740493,35"
UP2,ÜNLÜ PORTFÖY PARA PİYASASI SERBEST FON,17.06.2026,"3,93303",625631164.14,270,"2460626447,69"
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,17.06.2026,"21,09172",124164185.00,272,"2618836203,84"
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),17.06.2026,"31,761",8796520.00,565,"279386275,54"
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,17.06.2026,"6,568654",417901772.00,958,"2745052079,90"
UPS,ÜNLÜ PORTFÖY SESA SERBEST ÖZEL FON,17.06.2026,"4,742516",211105000.00,1,"1001168741,94"
URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,17.06.2026,"1,910578",448560074.00,11324,"857008896,92"
URC,AK PORTFÖY ONUNCU SERBEST (DÖVİZ) FON,17.06.2026,"53,787023",3287262.00,159,"176812038,24"
URD,ALBARAKA PORTFÖY ÜÇÜNCÜ KATILIM SERBEST (DÖVİZ-ABD DOLARI) FON,17.06.2026,"47,796854",222670372.00,11,"10642943252,92"
URG,AK PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"72,888844",7502752.00,1,"546866916,60"
URM,AK PORTFÖY ÖPY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"47,295199",189953.00,1,"8983864,99"
URS,AK PORTFÖY ORKİDE SERBEST ÖZEL FON,17.06.2026,"3,412818",262089128.00,1,"894462460,10"
URV,AK PORTFÖY GELİNCİK SERBEST ÖZEL FON,17.06.2026,"3,680483",2685399860.00,2,"9883568731,09"
USS,AZİMUT PORTFÖY UNİCO SİGORTA SERBEST (TL) ÖZEL FON,17.06.2026,"3,606839",1084034643.00,1,"3909938752,64"
UST,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) ÖZEL FON,17.06.2026,"3,919852",468839001.00,1,"1837779458,18"
USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,17.06.2026,"0,246573",5582182736.00,422,"1376417752,80"
UYH,ÜNLÜ PORTFÖY DOKUZUNCU SERBEST (TL) FON,17.06.2026,"4,756405",180291244.00,12,"857538252,19"
UZY,ÜNLÜ PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,17.06.2026,"8,691707",31291.00,16,"271972,21"
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,630125",27244943.00,3128,"44412657,14"
VCD,AZİMUT PORTFÖY İKİNCİ SERBEST FON,17.06.2026,"5,912327",11000351.00,12,"65037676,36"
VCG,AZİMUT PORTFÖY DÖRDÜNCÜ SERBEST (TL) FON,17.06.2026,"5,3497",346619500.00,14,"1854310375,15"
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,17.06.2026,"3,499802",47842583.00,12680,"167439578,54"
VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,17.06.2026,"5,114812",600050053.00,5416,"3069143265,15"
VFO,V PORTFÖY ALTIN KATILIM FONU,17.06.2026,"0,993889",26245689.00,306,"26085304,89"
VFS,AZİMUT PORTFÖY AVF SERBEST ÖZEL FON,17.06.2026,"1,91936",3220695.00,1,"6181672,82"
VHS,VAKIF KATILIM PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,022791",43158766.00,114,"44142395,86"
VK6,ZİRAAT PORTFÖY VAKIFBANK PARA PİYASASI (TL) FONU,17.06.2026,"3,877046",18080017544.99,156030,"70097053747,62"
VKI,ALBARAKA PORTFÖY VAKIF KATILIM İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,17.06.2026,"2,910515",469621928.00,450,"1366841768,29"
VKK,VAKIF KATILIM PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,17.06.2026,"1,014256",45412184.00,148,"46059579,59"
VKT,ZİRAAT PORTFÖY VAKIFBANK KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,113945",38472788884.96,44295,"4383790042,66"
VKV,VAKIF KATILIM PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU,17.06.2026,"1,013162",99657846.00,331,"100969514,09"
VLT,VAKIF KATILIM PORTFÖY ALTIN KATILIM FONU,17.06.2026,"0,98706",42920625.00,192,"42365217,94"
VMV,VEGA PORTFÖY MAVİ SERBEST FON,17.06.2026,"2,594298",2186606714.00,143,"5672709638,62"
VNK,VEGA PORTFÖY ANKA SERBEST FON,17.06.2026,"2,365727",2370526235.00,378,"5608018614,62"
VPA,VAKIF KATILIM PORTFÖY PARA PİYASASI KATILIM FONU,17.06.2026,"1,036575",5721337804.00,1143,"5930597183,90"
VPP,VEGA PORTFÖY PARLA SERBEST (DÖVİZ) FON,17.06.2026,"49,982623",27286309.00,415,"1363841285,97"
VPS,VEGA PORTFÖY SALUR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,335176",3234378968.00,9457,"4318463870,42"
VRK,DENİZ PORTFÖY ÇOKLU VARLIK KATILIM FONU,17.06.2026,"1,251162",40330619.00,151,"50460153,58"
VTF,AZİMUT PORTFÖY VİTA SERBEST ÖZEL FON,17.06.2026,"2,394343",191193000.00,1,"457781649,36"
VTL,V PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,17.06.2026,"1,035931",769123526.00,3708,"796758622,94"
YA1,YAPI KREDİ PORTFÖY BİRİNCİ SERBEST FON,17.06.2026,"1,327736",8379182548.00,23,"11125345641,94"
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,17.06.2026,"14,20114",387411198.00,10184,"5501680793,76"
YAE,YAPI KREDİ PORTFÖY TLREF'E ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"1,111985",85190181.00,674,"94730225,11"
YAK,YAPI KREDİ PORTFÖY KARMA FON,17.06.2026,"4,990287",224561610.41,108950,"1120626813,16"
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"13,751845",131744995.00,3637,"1811736734,77"
YAR,İŞ PORTFÖY RESAN DEĞİŞKEN ÖZEL FON,17.06.2026,"27,052892",28000000.00,1,"757480966,81"
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),17.06.2026,"14,444763",470478514.00,67149,"6795950795,38"
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,17.06.2026,"1899,150754",7305421.00,42869,"13874095801,60"
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,17.06.2026,"1,77035",2903843274.00,14194,"5140818249,28"
YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,17.06.2026,"52,013781",12605960.00,612,"655683637,54"
YBJ,AKTİF PORTFÖY AYBÜKE SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"56,220525",33065444.00,1,"1858956625,96"
YBP,YAPI KREDİ PORTFÖY PY BİRİNCİ DEĞİŞKEN ÖZEL FON,17.06.2026,"12,044434",75293243.00,56,"906864481,99"
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"52,942538",101995975.00,2417,"5399925799,31"
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,135883",13558151583.00,11256,"1842323787,78"
YCG,YAPI KREDİ PORTFÖY KARŞIYAKA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"58,364925",3330205.00,4,"194367165,85"
YCH,YAPI KREDİ PORTFÖY ODEABANK AYRICALIKLI VE ÖZEL BANKACILIK FON SEPETİ ÖZEL FONU,17.06.2026,"2,547771",45771360.00,127,"116614962,64"
YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,17.06.2026,"4,838675",98795493.00,137,"478039242,34"
YCL,ATA PORTFÖY BEŞİNCİ SERBEST FON,17.06.2026,"10,470126",31416981.00,12,"328939735,88"
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"9,422055",131119280.00,2141,"1235413131,51"
YCY,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU,17.06.2026,"3,8525",67805290.00,271,"261219882,28"
YDH,AK PORTFÖY YEDİNCİ SERBEST FON,17.06.2026,"1,087092",1775681396.00,1,"1930329116,68"
YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,453786",2535344417.00,7258,"1150503861,91"
YDK,YAPI KREDİ PORTFÖY ÇALIŞAN HESAP KISA VADELİ BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,112194",1254872060.00,48655,"140788797,86"
YDL,YAPI KREDİ PORTFÖY ADALAR SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"57,21915",20936234.00,8,"1197953512,54"
YDM,AZİMUT PORTFÖY 24.0 SERBEST ÖZEL FON,17.06.2026,"1,730579",693313325.00,2,"1199833308,63"
YDP,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"2,166217",169147263.00,2405,"366409732,78"
YDZ,YAPI KREDİ PORTFÖY ODEABANK DÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"52,688635",233096694.00,3068,"12281546706,00"
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,969956",2023878835.01,13773,"1963074366,05"
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,17.06.2026,"0,099998",8939681408.00,7321,"893953129,66"
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,17.06.2026,"3,1248",193523188.00,2256,"604721317,34"
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,282238",131809895.00,7536,"300821592,78"
YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,517687",45288807.00,282,"68734239,18"
YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,00337",641367546.00,7016,"1284896304,90"
YHP,YAPI KREDİ PORTFÖY KADIKÖY SERBEST FON,17.06.2026,"4,326715",410000000.00,1,"1773953229,44"
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"25,853419",145235963.00,8606,"3754846209,79"
YHT,YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,387549",5551365527.89,85876,"2151428851,86"
YHY,INVEO PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,210083",1259175.00,16,"1523705,64"
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),17.06.2026,"9,312519",142811690.00,16155,"1329936580,54"
YIK,YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,17.06.2026,"1,432977",15308749785.00,1306,"21937081648,23"
YIS,YAPI KREDİ PORTFÖY İKİNCİ SERBEST ÖZEL FON,17.06.2026,"1,326985",740269500.00,1,"982326189,38"
YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,17.06.2026,"2,984197",1042696029.00,17352,"3111610538,85"
YIV,YAPI KREDİ PORTFÖY ALLİANZ DEĞİŞKEN ÖZEL FON,17.06.2026,"3,459108",1494818021.00,2,"5170737479,76"
YJA,YAPI KREDİ PORTFÖY PY ALSANCAK SERBEST ( DÖVİZ) ÖZEL FON,17.06.2026,"64,913568",5986933.00,4,"388633181,25"
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,17.06.2026,"4,067823",58461664.00,4537,"237811719,08"
YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,17.06.2026,"5,875132",193143873.00,13571,"1134745793,44"
YJU,YAPI KREDİ PORTFÖY PY ULUDAĞ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"63,738733",6657607.00,1,"424347433,21"
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,17.06.2026,"55,53881",1293095595.00,8435,"71816990875,76"
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,17.06.2026,"0,324969",545071675.00,362,"177131482,00"
YKT,YAPI KREDİ PORTFÖY ALTIN FONU,17.06.2026,"0,860075",38875117625.00,90601,"33435523813,22"
YLB,YAPI KREDİ PORTFÖY PARA PİYASASI FONU,17.06.2026,"1,699167",42587882759.00,340914,"72363940476,67"
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,17.06.2026,"3,737246",22042083.00,1401,"82376689,72"
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"8,638817",37882533.00,2408,"327260254,71"
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,17.06.2026,"5,776339",49615337.00,5390,"286594984,20"
YLR,YAPI KREDİ PORTFÖY AKATLAR SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"1,997546",4898.00,4,"9783,98"
YLY,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,415499",16681542.00,723,"40294253,66"
YLZ,BULLS PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,79533",794914818.00,13,"3016964397,14"
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,17.06.2026,"54,377074",132070450.00,1401,"7181604624,72"
YMH,YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,50134",317850224.00,334,"477201145,95"
YMP,QNB PORTFÖY YMK PARA PİYASASI (TL) ÖZEL FON,17.06.2026,"1,078552",299184506.00,58,"322686146,52"
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,17.06.2026,"46,732191",392776182.00,1177,"18355291590,21"
YNL,YAPI KREDİ PORTFÖY CADDEBOSTAN SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"53,418674",3981930.00,1,"212709420,63"
YOA,YAPI KREDİ PORTFÖY PY BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU,17.06.2026,"85,847095",21824283.00,142,"1873551306,19"
YOS,YAPI KREDİ PORTFÖY ODEABANK SERBEST (DÖVİZ-AVRO) ÖZEL FON,17.06.2026,"54,492068",25604487.00,260,"1395241451,88"
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,17.06.2026,"38,17308",50340954.06,9895,"1921669266,24"
YOZ,DENİZ PORTFÖY YAKAMOZ SERBEST (DÖVİZ) FON,17.06.2026,"47,510561",717751369.00,1642,"34100770469,18"
YP1,YAPI KREDİ PORTFÖY PY GÜMÜŞSUYU SERBEST (DÖVIZ) ÖZEL FON,17.06.2026,"63,138813",3527408.00,3,"222716352,57"
YP2,YAPI KREDİ PORTFÖY PERA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"70,947364",18589148.00,1,"1318851050,93"
